Space ID,Room Location Area,Room Location,Room Location Section,Room Location Floor Suite,Room Base,Room Space,Room Type,Gender,Specialty Cd,Web Comments,Room Type Code,Short Name,Mandatory Meal Plan Flag
2711,Large Residences,Myles Standish Hall,Myles-04,Myles-0403,Myles-0403-B,Myles-0403-B-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2714,Large Residences,Myles Standish Hall,Myles-04,Myles-0404,Myles-0404,Myles-0404-1,Dorm-Single-PB,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,PB,Myles,True
2720,Large Residences,Myles Standish Hall,Myles-04,Myles-0406,Myles-0406-A,Myles-0406-A-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2722,Large Residences,Myles Standish Hall,Myles-04,Myles-0406,Myles-0406-B,Myles-0406-B-1,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2723,Large Residences,Myles Standish Hall,Myles-04,Myles-0406,Myles-0406-B,Myles-0406-B-2,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2725,Large Residences,Myles Standish Hall,Myles-04,Myles-0407,Myles-0407-A,Myles-0407-A-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2726,Large Residences,Myles Standish Hall,Myles-04,Myles-0407,Myles-0407-A,Myles-0407-A-2,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2728,Large Residences,Myles Standish Hall,Myles-04,Myles-0407,Myles-0407-B,Myles-0407-B-1,Suite-3Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2732,Large Residences,Myles Standish Hall,Myles-04,Myles-0408,Myles-0408,Myles-0408-1,Semi-Suite-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2733,Large Residences,Myles Standish Hall,Myles-04,Myles-0408,Myles-0408,Myles-0408-2,Semi-Suite-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2737,Large Residences,Myles Standish Hall,Myles-04,Myles-0409,Myles-0409,Myles-0409-1,Dorm-Single-PB,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,PB,Myles,True
2740,Large Residences,Myles Standish Hall,Myles-04,Myles-0410,Myles-0410-A,Myles-0410-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2742,Large Residences,Myles Standish Hall,Myles-04,Myles-0410,Myles-0410-B,Myles-0410-B-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2744,Large Residences,Myles Standish Hall,Myles-04,Myles-0410,Myles-0410-C,Myles-0410-C-1,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2745,Large Residences,Myles Standish Hall,Myles-04,Myles-0410,Myles-0410-C,Myles-0410-C-2,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2747,Large Residences,Myles Standish Hall,Myles-04,Myles-0411,Myles-0411-A,Myles-0411-A-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2748,Large Residences,Myles Standish Hall,Myles-04,Myles-0411,Myles-0411-A,Myles-0411-A-2,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2750,Large Residences,Myles Standish Hall,Myles-04,Myles-0411,Myles-0411-B,Myles-0411-B-1,Suite-3Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2754,Large Residences,Myles Standish Hall,Myles-04,Myles-0412,Myles-0412,Myles-0412-1,Dorm-Single-PB,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,PB,Myles,True
2761,Large Residences,Myles Standish Hall,Myles-04,Myles-0414,Myles-0414,Myles-0414-2,Semi-Suite-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2760,Large Residences,Myles Standish Hall,Myles-04,Myles-0414,Myles-0414,Myles-0414-1,Semi-Suite-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2765,Large Residences,Myles Standish Hall,Myles-04,Myles-0415,Myles-0415-A,Myles-0415-A-1,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2766,Large Residences,Myles Standish Hall,Myles-04,Myles-0415,Myles-0415-A,Myles-0415-A-2,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2768,Large Residences,Myles Standish Hall,Myles-04,Myles-0415,Myles-0415-B,Myles-0415-B-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2772,Large Residences,Myles Standish Hall,Myles-04,Myles-0416,Myles-0416-A,Myles-0416-A-1,Suite-3Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2775,Large Residences,Myles Standish Hall,Myles-04,Myles-0416,Myles-0416-B,Myles-0416-B-2,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2774,Large Residences,Myles Standish Hall,Myles-04,Myles-0416,Myles-0416-B,Myles-0416-B-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2777,Large Residences,Myles Standish Hall,Myles-04,Myles-0417,Myles-0417-A,Myles-0417-A-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2779,Large Residences,Myles Standish Hall,Myles-04,Myles-0417,Myles-0417-B,Myles-0417-B-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2781,Large Residences,Myles Standish Hall,Myles-04,Myles-0417,Myles-0417-C,Myles-0417-C-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2783,Large Residences,Myles Standish Hall,Myles-04,Myles-0418,Myles-0418-A,Myles-0418-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2785,Large Residences,Myles Standish Hall,Myles-04,Myles-0418,Myles-0418-B,Myles-0418-B-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2787,Large Residences,Myles Standish Hall,Myles-04,Myles-0418,Myles-0418-C,Myles-0418-C-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2789,Large Residences,Myles Standish Hall,Myles-04,Myles-0418,Myles-0418-D,Myles-0418-D-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2791,Large Residences,Myles Standish Hall,Myles-04,Myles-0419,Myles-0419-A,Myles-0419-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2793,Large Residences,Myles Standish Hall,Myles-04,Myles-0419,Myles-0419-B,Myles-0419-B-1,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2794,Large Residences,Myles Standish Hall,Myles-04,Myles-0419,Myles-0419-B,Myles-0419-B-2,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2796,Large Residences,Myles Standish Hall,Myles-04,Myles-0419,Myles-0419-C,Myles-0419-C-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2798,Large Residences,Myles Standish Hall,Myles-04,Myles-0420,Myles-0420-A,Myles-0420-A-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2801,Large Residences,Myles Standish Hall,Myles-04,Myles-0420,Myles-0420-B,Myles-0420-B-2,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2800,Large Residences,Myles Standish Hall,Myles-04,Myles-0420,Myles-0420-B,Myles-0420-B-1,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2803,Large Residences,Myles Standish Hall,Myles-04,Myles-0420,Myles-0420-C,Myles-0420-C-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2805,Large Residences,Myles Standish Hall,Myles-04,Myles-0421,Myles-0421-A,Myles-0421-A-1,Suite-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2807,Large Residences,Myles Standish Hall,Myles-04,Myles-0421,Myles-0421-B,Myles-0421-B-1,Suite-4Person-Double,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2808,Large Residences,Myles Standish Hall,Myles-04,Myles-0421,Myles-0421-B,Myles-0421-B-2,Suite-4Person-Double,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2810,Large Residences,Myles Standish Hall,Myles-04,Myles-0421,Myles-0421-C,Myles-0421-C-1,Suite-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2817,Large Residences,Myles Standish Hall,Myles-04,Myles-0423,Myles-0423-A,Myles-0423-A-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2819,Large Residences,Myles Standish Hall,Myles-04,Myles-0423,Myles-0423-B,Myles-0423-B-1,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2820,Large Residences,Myles Standish Hall,Myles-04,Myles-0423,Myles-0423-B,Myles-0423-B-2,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2822,Large Residences,Myles Standish Hall,Myles-04,Myles-0423,Myles-0423-C,Myles-0423-C-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2824,Large Residences,Myles Standish Hall,Myles-04,Myles-0424,Myles-0424-A,Myles-0424-A-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2827,Large Residences,Myles Standish Hall,Myles-04,Myles-0424,Myles-0424-B,Myles-0424-B-2,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2826,Large Residences,Myles Standish Hall,Myles-04,Myles-0424,Myles-0424-B,Myles-0424-B-1,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2829,Large Residences,Myles Standish Hall,Myles-04,Myles-0424,Myles-0424-C,Myles-0424-C-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2831,Large Residences,Myles Standish Hall,Myles-04,Myles-0425,Myles-0425-A,Myles-0425-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2833,Large Residences,Myles Standish Hall,Myles-04,Myles-0425,Myles-0425-B,Myles-0425-B-1,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2834,Large Residences,Myles Standish Hall,Myles-04,Myles-0425,Myles-0425-B,Myles-0425-B-2,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2836,Large Residences,Myles Standish Hall,Myles-04,Myles-0425,Myles-0425-C,Myles-0425-C-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2838,Large Residences,Myles Standish Hall,Myles-04,Myles-0426,Myles-0426-A,Myles-0426-A-1,Suite-6Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2841,Large Residences,Myles Standish Hall,Myles-04,Myles-0426,Myles-0426-B,Myles-0426-B-2,Suite-6Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2840,Large Residences,Myles Standish Hall,Myles-04,Myles-0426,Myles-0426-B,Myles-0426-B-1,Suite-6Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2843,Large Residences,Myles Standish Hall,Myles-04,Myles-0426,Myles-0426-C,Myles-0426-C-1,Suite-6Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2845,Large Residences,Myles Standish Hall,Myles-04,Myles-0426,Myles-0426-D,Myles-0426-D-1,Suite-6Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2846,Large Residences,Myles Standish Hall,Myles-04,Myles-0426,Myles-0426-D,Myles-0426-D-2,Suite-6Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2848,Large Residences,Myles Standish Hall,Myles-04,Myles-0427,Myles-0427-A,Myles-0427-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2850,Large Residences,Myles Standish Hall,Myles-04,Myles-0427,Myles-0427-B,Myles-0427-B-1,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2851,Large Residences,Myles Standish Hall,Myles-04,Myles-0427,Myles-0427-B,Myles-0427-B-2,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,ST,Myles,True
2853,Large Residences,Myles Standish Hall,Myles-04,Myles-0427,Myles-0427-C,Myles-0427-C-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,SB,Myles,True
2855,Large Residences,Myles Standish Hall,Myles-04,Myles-0428,Myles-0428,Myles-0428-1,Dorm-Single-PB,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_4thFloor.jpg,PB,Myles,True
2858,Large Residences,Myles Standish Hall,Myles-05,Myles-0501,Myles-0501-A,Myles-0501-A-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2860,Large Residences,Myles Standish Hall,Myles-05,Myles-0501,Myles-0501-B,Myles-0501-B-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2862,Large Residences,Myles Standish Hall,Myles-05,Myles-0501,Myles-0501-C,Myles-0501-C-1,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2863,Large Residences,Myles Standish Hall,Myles-05,Myles-0501,Myles-0501-C,Myles-0501-C-2,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2865,Large Residences,Myles Standish Hall,Myles-05,Myles-0502,Myles-0502-A,Myles-0502-A-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2867,Large Residences,Myles Standish Hall,Myles-05,Myles-0502,Myles-0502-B,Myles-0502-B-1,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2868,Large Residences,Myles Standish Hall,Myles-05,Myles-0502,Myles-0502-B,Myles-0502-B-2,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2870,Large Residences,Myles Standish Hall,Myles-05,Myles-0502,Myles-0502-C,Myles-0502-C-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2872,Large Residences,Myles Standish Hall,Myles-05,Myles-0503,Myles-0503-A,Myles-0503-A-1,Suite-3Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2875,Large Residences,Myles Standish Hall,Myles-05,Myles-0503,Myles-0503-B,Myles-0503-B-2,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2874,Large Residences,Myles Standish Hall,Myles-05,Myles-0503,Myles-0503-B,Myles-0503-B-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2877,Large Residences,Myles Standish Hall,Myles-05,Myles-0504,Myles-0504,Myles-0504-1,Dorm-Single-PB,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,PB,Myles,True
2883,Large Residences,Myles Standish Hall,Myles-05,Myles-0506,Myles-0506-A,Myles-0506-A-1,Suite-3Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2885,Large Residences,Myles Standish Hall,Myles-05,Myles-0506,Myles-0506-B,Myles-0506-B-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2886,Large Residences,Myles Standish Hall,Myles-05,Myles-0506,Myles-0506-B,Myles-0506-B-2,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2888,Large Residences,Myles Standish Hall,Myles-05,Myles-0507,Myles-0507-A,Myles-0507-A-1,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2889,Large Residences,Myles Standish Hall,Myles-05,Myles-0507,Myles-0507-A,Myles-0507-A-2,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2891,Large Residences,Myles Standish Hall,Myles-05,Myles-0507,Myles-0507-B,Myles-0507-B-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2896,Large Residences,Myles Standish Hall,Myles-05,Myles-0508,Myles-0508,Myles-0508-2,Semi-Suite-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2895,Large Residences,Myles Standish Hall,Myles-05,Myles-0508,Myles-0508,Myles-0508-1,Semi-Suite-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2900,Large Residences,Myles Standish Hall,Myles-05,Myles-0509,Myles-0509,Myles-0509-1,Dorm-Single-PB,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,PB,Myles,True
2903,Large Residences,Myles Standish Hall,Myles-05,Myles-0510,Myles-0510-A,Myles-0510-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2905,Large Residences,Myles Standish Hall,Myles-05,Myles-0510,Myles-0510-B,Myles-0510-B-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2907,Large Residences,Myles Standish Hall,Myles-05,Myles-0510,Myles-0510-C,Myles-0510-C-1,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2908,Large Residences,Myles Standish Hall,Myles-05,Myles-0510,Myles-0510-C,Myles-0510-C-2,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2910,Large Residences,Myles Standish Hall,Myles-05,Myles-0511,Myles-0511-A,Myles-0511-A-1,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2911,Large Residences,Myles Standish Hall,Myles-05,Myles-0511,Myles-0511-A,Myles-0511-A-2,Suite-3Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2913,Large Residences,Myles Standish Hall,Myles-05,Myles-0511,Myles-0511-B,Myles-0511-B-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2917,Large Residences,Myles Standish Hall,Myles-05,Myles-0512,Myles-0512,Myles-0512-1,Dorm-Single-PB,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,PB,Myles,True
2924,Large Residences,Myles Standish Hall,Myles-05,Myles-0514,Myles-0514,Myles-0514-2,Semi-Suite-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2923,Large Residences,Myles Standish Hall,Myles-05,Myles-0514,Myles-0514,Myles-0514-1,Semi-Suite-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2928,Large Residences,Myles Standish Hall,Myles-05,Myles-0515,Myles-0515-A,Myles-0515-A-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2929,Large Residences,Myles Standish Hall,Myles-05,Myles-0515,Myles-0515-A,Myles-0515-A-2,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2931,Large Residences,Myles Standish Hall,Myles-05,Myles-0515,Myles-0515-B,Myles-0515-B-1,Suite-3Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2935,Large Residences,Myles Standish Hall,Myles-05,Myles-0516,Myles-0516-A,Myles-0516-A-1,Suite-3Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2937,Large Residences,Myles Standish Hall,Myles-05,Myles-0516,Myles-0516-B,Myles-0516-B-1,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2938,Large Residences,Myles Standish Hall,Myles-05,Myles-0516,Myles-0516-B,Myles-0516-B-2,Suite-3Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2940,Large Residences,Myles Standish Hall,Myles-05,Myles-0517,Myles-0517-A,Myles-0517-A-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2942,Large Residences,Myles Standish Hall,Myles-05,Myles-0517,Myles-0517-B,Myles-0517-B-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2944,Large Residences,Myles Standish Hall,Myles-05,Myles-0517,Myles-0517-C,Myles-0517-C-1,Suite-3Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2946,Large Residences,Myles Standish Hall,Myles-05,Myles-0518,Myles-0518-A,Myles-0518-A-1,Suite-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2948,Large Residences,Myles Standish Hall,Myles-05,Myles-0518,Myles-0518-B,Myles-0518-B-1,Suite-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2950,Large Residences,Myles Standish Hall,Myles-05,Myles-0518,Myles-0518-C,Myles-0518-C-1,Suite-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2952,Large Residences,Myles Standish Hall,Myles-05,Myles-0518,Myles-0518-D,Myles-0518-D-1,Suite-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2954,Large Residences,Myles Standish Hall,Myles-05,Myles-0519,Myles-0519-A,Myles-0519-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2956,Large Residences,Myles Standish Hall,Myles-05,Myles-0519,Myles-0519-B,Myles-0519-B-1,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2957,Large Residences,Myles Standish Hall,Myles-05,Myles-0519,Myles-0519-B,Myles-0519-B-2,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2959,Large Residences,Myles Standish Hall,Myles-05,Myles-0519,Myles-0519-C,Myles-0519-C-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2961,Large Residences,Myles Standish Hall,Myles-05,Myles-0520,Myles-0520-A,Myles-0520-A-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2964,Large Residences,Myles Standish Hall,Myles-05,Myles-0520,Myles-0520-B,Myles-0520-B-2,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2963,Large Residences,Myles Standish Hall,Myles-05,Myles-0520,Myles-0520-B,Myles-0520-B-1,Suite-4Person-Double,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
2966,Large Residences,Myles Standish Hall,Myles-05,Myles-0520,Myles-0520-C,Myles-0520-C-1,Suite-4Person-Single,Male,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2968,Large Residences,Myles Standish Hall,Myles-05,Myles-0521,Myles-0521-A,Myles-0521-A-1,Suite-4Person-Single,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,SB,Myles,True
2970,Large Residences,Myles Standish Hall,Myles-05,Myles-0521,Myles-0521-B,Myles-0521-B-1,Suite-4Person-Double,Female,,http://www.bu.edu/housing/files/2015/04/610-Beacon_5thFloor.jpg,ST,Myles,True
