Space ID,Room Location Area,Room Location,Room Location Section,Room Location Floor Suite,Room Base,Room Space,Room Type,Gender,Specialty Cd,Web Comments,Room Type Code,Short Name,Mandatory Meal Plan Flag
1,Student Village,10 Buick Street,10 Buick-01,10 Buick-0101,10 Buick-0101-A,10 Buick-0101-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
3,Student Village,10 Buick Street,10 Buick-01,10 Buick-0101,10 Buick-0101-B,10 Buick-0101-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
5,Student Village,10 Buick Street,10 Buick-01,10 Buick-0101,10 Buick-0101-C,10 Buick-0101-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
7,Student Village,10 Buick Street,10 Buick-01,10 Buick-0101,10 Buick-0101-D,10 Buick-0101-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
17,Student Village,10 Buick Street,10 Buick-01,10 Buick-0103,10 Buick-0103-A,10 Buick-0103-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
19,Student Village,10 Buick Street,10 Buick-01,10 Buick-0103,10 Buick-0103-B,10 Buick-0103-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
21,Student Village,10 Buick Street,10 Buick-01,10 Buick-0103,10 Buick-0103-C,10 Buick-0103-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
23,Student Village,10 Buick Street,10 Buick-01,10 Buick-0103,10 Buick-0103-D,10 Buick-0103-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
39,Student Village,10 Buick Street,10 Buick-01,10 Buick-0105,10 Buick-0105-A,10 Buick-0105-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
41,Student Village,10 Buick Street,10 Buick-01,10 Buick-0105,10 Buick-0105-B,10 Buick-0105-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
43,Student Village,10 Buick Street,10 Buick-01,10 Buick-0105,10 Buick-0105-C,10 Buick-0105-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
45,Student Village,10 Buick Street,10 Buick-01,10 Buick-0105,10 Buick-0105-D,10 Buick-0105-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
50,Student Village,10 Buick Street,10 Buick-01,10 Buick-0106,10 Buick-0106-A,10 Buick-0106-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
52,Student Village,10 Buick Street,10 Buick-01,10 Buick-0106,10 Buick-0106-B,10 Buick-0106-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
54,Student Village,10 Buick Street,10 Buick-01,10 Buick-0106,10 Buick-0106-C,10 Buick-0106-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
56,Student Village,10 Buick Street,10 Buick-01,10 Buick-0106,10 Buick-0106-D,10 Buick-0106-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_1stFloor.jpg,AB,10 Buick,False
61,Student Village,10 Buick Street,10 Buick-02,10 Buick-0201,10 Buick-0201-A,10 Buick-0201-A-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
63,Student Village,10 Buick Street,10 Buick-02,10 Buick-0201,10 Buick-0201-B,10 Buick-0201-B-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
65,Student Village,10 Buick Street,10 Buick-02,10 Buick-0201,10 Buick-0201-C,10 Buick-0201-C-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
67,Student Village,10 Buick Street,10 Buick-02,10 Buick-0201,10 Buick-0201-D,10 Buick-0201-D-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
72,Student Village,10 Buick Street,10 Buick-02,10 Buick-0202,10 Buick-0202-A,10 Buick-0202-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
74,Student Village,10 Buick Street,10 Buick-02,10 Buick-0202,10 Buick-0202-B,10 Buick-0202-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
76,Student Village,10 Buick Street,10 Buick-02,10 Buick-0202,10 Buick-0202-C,10 Buick-0202-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
78,Student Village,10 Buick Street,10 Buick-02,10 Buick-0202,10 Buick-0202-D,10 Buick-0202-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
83,Student Village,10 Buick Street,10 Buick-02,10 Buick-0203,10 Buick-0203-A,10 Buick-0203-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
85,Student Village,10 Buick Street,10 Buick-02,10 Buick-0203,10 Buick-0203-B,10 Buick-0203-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
87,Student Village,10 Buick Street,10 Buick-02,10 Buick-0203,10 Buick-0203-C,10 Buick-0203-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
89,Student Village,10 Buick Street,10 Buick-02,10 Buick-0203,10 Buick-0203-D,10 Buick-0203-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
94,Student Village,10 Buick Street,10 Buick-02,10 Buick-0204,10 Buick-0204-A,10 Buick-0204-A-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
96,Student Village,10 Buick Street,10 Buick-02,10 Buick-0204,10 Buick-0204-B,10 Buick-0204-B-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
98,Student Village,10 Buick Street,10 Buick-02,10 Buick-0204,10 Buick-0204-C,10 Buick-0204-C-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
100,Student Village,10 Buick Street,10 Buick-02,10 Buick-0204,10 Buick-0204-D,10 Buick-0204-D-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
110,Student Village,10 Buick Street,10 Buick-02,10 Buick-0206,10 Buick-0206-A,10 Buick-0206-A-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AT,10 Buick,False
112,Student Village,10 Buick Street,10 Buick-02,10 Buick-0206,10 Buick-0206-B,10 Buick-0206-B-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AT,10 Buick,False
117,Student Village,10 Buick Street,10 Buick-02,10 Buick-0207,10 Buick-0207-A,10 Buick-0207-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
119,Student Village,10 Buick Street,10 Buick-02,10 Buick-0207,10 Buick-0207-B,10 Buick-0207-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
121,Student Village,10 Buick Street,10 Buick-02,10 Buick-0207,10 Buick-0207-C,10 Buick-0207-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
123,Student Village,10 Buick Street,10 Buick-02,10 Buick-0207,10 Buick-0207-D,10 Buick-0207-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
128,Student Village,10 Buick Street,10 Buick-02,10 Buick-0208,10 Buick-0208-A,10 Buick-0208-A-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
130,Student Village,10 Buick Street,10 Buick-02,10 Buick-0208,10 Buick-0208-B,10 Buick-0208-B-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
132,Student Village,10 Buick Street,10 Buick-02,10 Buick-0208,10 Buick-0208-C,10 Buick-0208-C-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
134,Student Village,10 Buick Street,10 Buick-02,10 Buick-0208,10 Buick-0208-D,10 Buick-0208-D-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
139,Student Village,10 Buick Street,10 Buick-02,10 Buick-0209,10 Buick-0209-A,10 Buick-0209-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
141,Student Village,10 Buick Street,10 Buick-02,10 Buick-0209,10 Buick-0209-B,10 Buick-0209-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
143,Student Village,10 Buick Street,10 Buick-02,10 Buick-0209,10 Buick-0209-C,10 Buick-0209-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
145,Student Village,10 Buick Street,10 Buick-02,10 Buick-0209,10 Buick-0209-D,10 Buick-0209-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
150,Student Village,10 Buick Street,10 Buick-02,10 Buick-0210,10 Buick-0210-A,10 Buick-0210-A-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AT,10 Buick,False
152,Student Village,10 Buick Street,10 Buick-02,10 Buick-0210,10 Buick-0210-B,10 Buick-0210-B-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AT,10 Buick,False
157,Student Village,10 Buick Street,10 Buick-02,10 Buick-0211,10 Buick-0211-A,10 Buick-0211-A-1,Apt-2Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AT,10 Buick,False
159,Student Village,10 Buick Street,10 Buick-02,10 Buick-0211,10 Buick-0211-B,10 Buick-0211-B-1,Apt-2Person-Single,Male,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AT,10 Buick,False
164,Student Village,10 Buick Street,10 Buick-02,10 Buick-0212,10 Buick-0212-A,10 Buick-0212-A-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
166,Student Village,10 Buick Street,10 Buick-02,10 Buick-0212,10 Buick-0212-B,10 Buick-0212-B-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
168,Student Village,10 Buick Street,10 Buick-02,10 Buick-0212,10 Buick-0212-C,10 Buick-0212-C-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
170,Student Village,10 Buick Street,10 Buick-02,10 Buick-0212,10 Buick-0212-D,10 Buick-0212-D-1,Apt-4Person-Single,CoEd,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
180,Student Village,10 Buick Street,10 Buick-02,10 Buick-0214,10 Buick-0214-A,10 Buick-0214-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
182,Student Village,10 Buick Street,10 Buick-02,10 Buick-0214,10 Buick-0214-B,10 Buick-0214-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
184,Student Village,10 Buick Street,10 Buick-02,10 Buick-0214,10 Buick-0214-C,10 Buick-0214-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
186,Student Village,10 Buick Street,10 Buick-02,10 Buick-0214,10 Buick-0214-D,10 Buick-0214-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
191,Student Village,10 Buick Street,10 Buick-02,10 Buick-0215,10 Buick-0215-A,10 Buick-0215-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
193,Student Village,10 Buick Street,10 Buick-02,10 Buick-0215,10 Buick-0215-B,10 Buick-0215-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
195,Student Village,10 Buick Street,10 Buick-02,10 Buick-0215,10 Buick-0215-C,10 Buick-0215-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
197,Student Village,10 Buick Street,10 Buick-02,10 Buick-0215,10 Buick-0215-D,10 Buick-0215-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
202,Student Village,10 Buick Street,10 Buick-02,10 Buick-0216,10 Buick-0216-A,10 Buick-0216-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
204,Student Village,10 Buick Street,10 Buick-02,10 Buick-0216,10 Buick-0216-B,10 Buick-0216-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
206,Student Village,10 Buick Street,10 Buick-02,10 Buick-0216,10 Buick-0216-C,10 Buick-0216-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
208,Student Village,10 Buick Street,10 Buick-02,10 Buick-0216,10 Buick-0216-D,10 Buick-0216-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
213,Student Village,10 Buick Street,10 Buick-02,10 Buick-0217,10 Buick-0217-A,10 Buick-0217-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
215,Student Village,10 Buick Street,10 Buick-02,10 Buick-0217,10 Buick-0217-B,10 Buick-0217-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
217,Student Village,10 Buick Street,10 Buick-02,10 Buick-0217,10 Buick-0217-C,10 Buick-0217-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
219,Student Village,10 Buick Street,10 Buick-02,10 Buick-0217,10 Buick-0217-D,10 Buick-0217-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/10/10-Buick_2ndFloor.jpg,AB,10 Buick,False
224,Student Village,10 Buick Street,10 Buick-03,10 Buick-0301,10 Buick-0301-A,10 Buick-0301-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
226,Student Village,10 Buick Street,10 Buick-03,10 Buick-0301,10 Buick-0301-B,10 Buick-0301-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
228,Student Village,10 Buick Street,10 Buick-03,10 Buick-0301,10 Buick-0301-C,10 Buick-0301-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
230,Student Village,10 Buick Street,10 Buick-03,10 Buick-0301,10 Buick-0301-D,10 Buick-0301-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
235,Student Village,10 Buick Street,10 Buick-03,10 Buick-0302,10 Buick-0302-A,10 Buick-0302-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
237,Student Village,10 Buick Street,10 Buick-03,10 Buick-0302,10 Buick-0302-B,10 Buick-0302-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
239,Student Village,10 Buick Street,10 Buick-03,10 Buick-0302,10 Buick-0302-C,10 Buick-0302-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
241,Student Village,10 Buick Street,10 Buick-03,10 Buick-0302,10 Buick-0302-D,10 Buick-0302-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
246,Student Village,10 Buick Street,10 Buick-03,10 Buick-0303,10 Buick-0303-A,10 Buick-0303-A-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
248,Student Village,10 Buick Street,10 Buick-03,10 Buick-0303,10 Buick-0303-B,10 Buick-0303-B-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
250,Student Village,10 Buick Street,10 Buick-03,10 Buick-0303,10 Buick-0303-C,10 Buick-0303-C-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
252,Student Village,10 Buick Street,10 Buick-03,10 Buick-0303,10 Buick-0303-D,10 Buick-0303-D-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
257,Student Village,10 Buick Street,10 Buick-03,10 Buick-0304,10 Buick-0304-A,10 Buick-0304-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
259,Student Village,10 Buick Street,10 Buick-03,10 Buick-0304,10 Buick-0304-B,10 Buick-0304-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
261,Student Village,10 Buick Street,10 Buick-03,10 Buick-0304,10 Buick-0304-C,10 Buick-0304-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
263,Student Village,10 Buick Street,10 Buick-03,10 Buick-0304,10 Buick-0304-D,10 Buick-0304-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
273,Student Village,10 Buick Street,10 Buick-03,10 Buick-0306,10 Buick-0306-A,10 Buick-0306-A-1,Apt-2Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AT,10 Buick,False
275,Student Village,10 Buick Street,10 Buick-03,10 Buick-0306,10 Buick-0306-B,10 Buick-0306-B-1,Apt-2Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AT,10 Buick,False
280,Student Village,10 Buick Street,10 Buick-03,10 Buick-0307,10 Buick-0307-A,10 Buick-0307-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
282,Student Village,10 Buick Street,10 Buick-03,10 Buick-0307,10 Buick-0307-B,10 Buick-0307-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
284,Student Village,10 Buick Street,10 Buick-03,10 Buick-0307,10 Buick-0307-C,10 Buick-0307-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
286,Student Village,10 Buick Street,10 Buick-03,10 Buick-0307,10 Buick-0307-D,10 Buick-0307-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
291,Student Village,10 Buick Street,10 Buick-03,10 Buick-0308,10 Buick-0308-A,10 Buick-0308-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
293,Student Village,10 Buick Street,10 Buick-03,10 Buick-0308,10 Buick-0308-B,10 Buick-0308-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
295,Student Village,10 Buick Street,10 Buick-03,10 Buick-0308,10 Buick-0308-C,10 Buick-0308-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
297,Student Village,10 Buick Street,10 Buick-03,10 Buick-0308,10 Buick-0308-D,10 Buick-0308-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
302,Student Village,10 Buick Street,10 Buick-03,10 Buick-0309,10 Buick-0309-A,10 Buick-0309-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
304,Student Village,10 Buick Street,10 Buick-03,10 Buick-0309,10 Buick-0309-B,10 Buick-0309-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
306,Student Village,10 Buick Street,10 Buick-03,10 Buick-0309,10 Buick-0309-C,10 Buick-0309-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
308,Student Village,10 Buick Street,10 Buick-03,10 Buick-0309,10 Buick-0309-D,10 Buick-0309-D-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
313,Student Village,10 Buick Street,10 Buick-03,10 Buick-0310,10 Buick-0310-A,10 Buick-0310-A-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AT,10 Buick,False
315,Student Village,10 Buick Street,10 Buick-03,10 Buick-0310,10 Buick-0310-B,10 Buick-0310-B-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AT,10 Buick,False
320,Student Village,10 Buick Street,10 Buick-03,10 Buick-0311,10 Buick-0311-A,10 Buick-0311-A-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AT,10 Buick,False
322,Student Village,10 Buick Street,10 Buick-03,10 Buick-0311,10 Buick-0311-B,10 Buick-0311-B-1,Apt-2Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AT,10 Buick,False
327,Student Village,10 Buick Street,10 Buick-03,10 Buick-0312,10 Buick-0312-A,10 Buick-0312-A-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
329,Student Village,10 Buick Street,10 Buick-03,10 Buick-0312,10 Buick-0312-B,10 Buick-0312-B-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
331,Student Village,10 Buick Street,10 Buick-03,10 Buick-0312,10 Buick-0312-C,10 Buick-0312-C-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
333,Student Village,10 Buick Street,10 Buick-03,10 Buick-0312,10 Buick-0312-D,10 Buick-0312-D-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
338,Student Village,10 Buick Street,10 Buick-03,10 Buick-0313,10 Buick-0313-A,10 Buick-0313-A-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
340,Student Village,10 Buick Street,10 Buick-03,10 Buick-0313,10 Buick-0313-B,10 Buick-0313-B-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
342,Student Village,10 Buick Street,10 Buick-03,10 Buick-0313,10 Buick-0313-C,10 Buick-0313-C-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
344,Student Village,10 Buick Street,10 Buick-03,10 Buick-0313,10 Buick-0313-D,10 Buick-0313-D-1,Apt-4Person-Single,Male,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
349,Student Village,10 Buick Street,10 Buick-03,10 Buick-0314,10 Buick-0314-A,10 Buick-0314-A-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
351,Student Village,10 Buick Street,10 Buick-03,10 Buick-0314,10 Buick-0314-B,10 Buick-0314-B-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
353,Student Village,10 Buick Street,10 Buick-03,10 Buick-0314,10 Buick-0314-C,10 Buick-0314-C-1,Apt-4Person-Single,Female,,http://www.bu.edu/housing/files/2014/11/10-Buick_3rd-9thFloor.jpg,AB,10 Buick,False
